赞成数,反对数,留言数,持续时长,问题描述
0,0,1,1,要求依法追究A3区林某果等人共同犯罪的刑事责任
8,0,14,63.0,A2区丽发新城附近修建搅拌厂，严重污染环境
0,0,1,1,关于A市最新版养犬条例部分内容的咨询
0,0,2,8.0,A2区南托街道南托岭社区“金麦汇”KTV在居民楼中非法营业
4,2,1,1,请A7县交警大队合理执法！
0,0,1,1,请速为西地省未管所家属楼的供电安装保护接地线
0,0,1,1,A市A6区东马小区A区店面长期占用划线停车位
4,0,3,154.0,咨询A市人才购房补助发放问题
4,0,1,1,A市长郡外国语实验学校急需要解决公交车规划问题
2,0,2,352.0,反映A市美麓阳光楼盘质量问题和停工问题
0,0,1,1,A市长郡月亮岛二小招生公告要求新生考试分班，合理吗？
0,0,2,1,A市麓谷保利小区频繁停水
10,0,1,1,A7县家和院小区住改商非常严重
0,0,2,294.0,A市古曲路广益中学外的大马路简直就是个超级大停车场！
0,0,2,132.0,A3区梅溪湖壹号御湾业主用水难
0,0,1,1,咨询A市圣毅园项目的出路
0,0,1,1,A3区枫林美景小区车库做门面扰民
40,0,2,123.0,A7县国泰九龙湾住改商破坏小区绿化
4,0,1,1,恳请处理A8县市龙泉美墅旁可可槟榔的环保问题
0,0,1,1,A4区沙坪楚绣老街小摊小贩霸地经营，车辆乱停乱放
4,0,8,213.0,请加快A市师大附中星城实验学校周边交通安全设施建设力度
0,0,1,1,A5区曲塘路红墅湾小区违建严重
18,4,3,45.0,A市市政建设开发有限公司对广铁职工住宅项目的操作合法吗？
0,0,1,1,A3区雷锋镇师大附中民工的工资还没发
18,0,1,1,A市梅溪湖梅岭公园破落不堪，谁来负责管理？
2,0,1,1,A2区碧楚街摊贩的油烟污染环境
0,0,2,1,A5区绿地之窗小区楼栋地基开裂房子下沉，给排水系统瘫痪
0,0,1,1,A市中院中央空调噪声扰民
22,2,2,7.0,关于A7县小塘路以东、阳高路以南空地的相关疑问及建议
2,4,3,157.0,请加快对A市不合规网约车的治理！
0,0,3,55.0,A3区实验中学组织学生有偿高价补习
2,0,1,1,A7县星沙螺丝塘路9号华中集团每天都排出大量白色气体，气味难闻
0,0,1,1,A市辛巴国际早教中心退钱不爽快
0,0,1,1,A市有些公交站牌的信息不全面
4,0,2,12.0,A市东山湾路什么时候修？
18,2,5,294.0,再次反映A市金茂府一房二卖问题
2,0,1,1,A7县星沙部分地区公交站无站牌
0,0,1,1,A市定王台街道提质提档改造施工态度太过野蛮
0,0,1,1,A7县榔梨镇综合市场鸿润园小区西门口臭气熏天
32,4,6,133.0,社保补缴后，A市人才新政补贴会补发吗
4,2,1,1,A市楚江财富金融中心未达标就交房了
0,0,2,4.0,A2区暮云街道暮云新村的复垦费何时下发？
0,0,1,1,A7县聚友轮胎厂污染环境
0,0,1,1,A市桔园小区拿铁空间物业不负责
332,6,5,20.0,关于A市金星北片110kv及以上高压线的现状和规划的几个问题
10,0,3,295.0,恳请A7县北山镇政府协助民工讨回血汗钱
6,4,3,317.0,西地省舍阿房地产公司虚假宣传，给小区业主带来了生活困扰
0,0,3,1,A2区南湖路森宇家园餐馆油烟扰民
0,0,3,111.0,A2区刘家冲路附近工地昼夜施工，严重扰民
8,0,4,2.0,A市保利大都汇开发商虚假宣传，修改规划
0,0,1,1,A6区金悦花园的生命通道在哪里？
0,0,1,1,A8县市大屯营镇白洋村民讨薪无果
14,0,3,20.0,A市地铁1号线北延二期有规划建至丁字湾街道，能否先行调研二期工程？
168,0,2,126.0,请问A市为什么要把和包支付作为任务而不让市场正当竞争？
0,2,2,185.0,关于A市钰龙天下小区业主大会违规操纵投票的反馈
4,2,3,187.0,A2区暮云镇南托街道几个麻将馆扰民
0,0,1,1,A市古曲南路广益实验中学门口摊贩脏乱差
0,0,1,1,A市矿五地产开发公司虚假宣传，欺骗消费者
0,0,1,1,A市哈佛小镇物业非常差劲
0,0,1,1,向A6区122交警中队申请的救济金到现在也没见有什么结果
2,0,3,232.0,外地车辆转入A市机动车档案到底该寄到哪个车管所？
2,0,1,1,A3区润泽园小区办丧事声音大得吓人
0,0,1,1,A4区金鹰小学附近噪音扰民影响上课
0,0,1,1,请问强制封闭煤球厂是国家政策吗
4,0,4,84.0,A市民可以在网上办理无犯罪记录证明吗？
0,0,1,1,A3区金荣誉峰翡翠花园楼下的夜宵店总是有人大声喧哗
4,0,3,128.0,西地省中茂城门面一直无法取得产权凭证
4,2,1,1,新修水利本是好事，为什么A7县红旗垸水利施工挖得车都没法走了
22,0,5,186.0,A7县江背镇农村集体经济组织成员资格是怎么界定的
2,0,1,1,咨询A7县东十一路的建设进展及泉塘片区发展规划问题
0,0,1,1,廉洁过教师节，亟待教育主管部门的重视
2,0,3,5.0,A4区四方坪胜利社区拆迁户的诉求
16,0,6,118.0,A6区星月绿洲小区门面餐饮商铺油烟“四处飘散”
0,0,4,9.0,A市司门口老街老地方美食广场以虚假招商材料促成与商户签定合同
0,0,1,1,A市地铁四号线何时会试运营？
0,0,2,54.0,强烈反对在A市水木轩东门附近建电动车充电点
0,0,1,1,A市A2区先锋街道大托路碧云路口红绿灯故障
0,0,1,1,咨询A市楼盘集中供暖一事
0,0,1,1,A4区宜家楚颂小区内外街多家饭店摆夜宵摊占道经营，污染环境
10,0,6,75.0,A7县新国道107距我家仅3米，相关政府部门为何不同意拆迁？
0,2,1,1,请A3区公安民警妥善处理网友涉嫌诈骗一事
0,0,1,1,A3区莱茵城乐享健身突然关门，员工工资未发
0,0,1,1,A2区保利花园三期对面的工地太扰民了
0,0,1,1,投诉A3区中海熙湾项目虚假宣传
4,0,1,1,控诉西地省商商楚品交易中心、西地省夏华银都大宗商品交易中心诈骗我的血汗钱！
10,2,1,1,投诉A7县宁华置业星湖湾(洋房）二期未达标且强行交房
0,0,1,1,A5区迎新路（中意路至万芙路路段）为什么不采取单向通行或中间隔离优化措施？
0,0,4,183.0,A3区欧城旁宏润华府开发商凌晨了还在施工
0,0,1,1,西地省A市盛天宏源有限公司诱骗消费者
16,0,3,94.0,咨询人防车位产权的问题
0,0,2,31.0,咨询A4区万国三期幼儿园的学位问题
2,0,1,1,A3区保利麓谷林语小区外墙渗水日益严重
0,0,4,4.0,A5区东塘街道新芙之都随意更改规划设计
0,0,1,1,A3区潇楚南路长明灯浪费能源
0,0,1,1,A市楚雅宿舍区树木太茂密了，挡住了很多阳光
2,2,1,1,A5区黎托乡征收部分款项何时下发？
2,0,3,26.0,A市楚江南路唯一一趟公交车139又停了！
0,0,1,1,对A8县西部修建高速公路的看法和建议
4,0,4,184.0,A市梅溪湖金茂悦小区周边乱停车依然严重
0,0,2,179.0,A市商品房直系亲属间赠予的办理流程是什么？
0,0,1,1,A3区兰亭湾畔高层小区违搭雨棚超外墙一米多，职能部门踢皮球
0,0,1,1,A2区豹子岭社区楚江化工厂家属区新联路出入口水泥路两侧乱停放私家车
0,0,1,1,A4区A1区路与福城路交口处一饭店在公共区域设卡
6,0,3,149.0,A市银杉路和银星路交汇口红绿灯常年都是摆设
2,0,4,107.0,A市鑫天鑫城小区二次供水水质好差
32,0,3,279.0,建议A7县星沙大道道路标线延长
0,0,2,4.0,A市205路公交车经常不按时发车
0,0,1,1,A市博长山水佳园小区未竣工经验收合格即交付
0,0,3,53.0,A3区西湖文化园偷钓者十分猖獗
2,0,2,227.0,A市南楚古街有很多消防逃生门被锁住
2,0,3,13.0,反映A市A5区拆迁后政府未给老百姓解决的众多遗留问题
24,10,1,1,A7县洋湖中学能否引进名校资源？
0,0,1,1,A3区高鑫麓城12栋住户打架子鼓夜晚扰民
0,0,1,1,A市上园小区隔壁的汽修厂天天喷漆污染环境
16,2,2,236.0,在A市参公管理事业单位工作的公务员在改革中受到不公平待遇
16,2,3,1.0,A7县星沙一桥从早堵到晚
0,0,1,1,A3区枫林美景露天公共停车位还要收费
0,0,1,1,投诉A3区颐美兰亭幼儿园整个环境有问题
0,0,1,1,A5区英泰汇景豪庭业主何时能安心住房
0,0,1,1,A市A6区坡地铁站入口处疑似有人发涉黄卡片
0,0,1,1,A市大学城学生宿舍门口黑摩的揽客阻碍交通
2,0,4,42.0,A市白云路成断头路两年了
0,0,1,1,A1区古汉国际广场楼顶好多人种菜
2,0,2,126.0,反映A市购第二套房的困难
0,0,2,218.0,咨询A市电工证一事
0,0,1,1,请问西地省这边有哪些市县可以接种HPV九价？
0,0,4,22.0,咨询A2区临聘教师待遇问题
0,0,1,1,A2区明德启南中学餐费上涨太多了
2,6,2,154.0,中南林科大强制拆除学生空调回购价格不合理
0,0,1,1,反映A市商贸旅游学院白田宿舍摆摊问题
12,0,3,3.0,A4区北辰的教育资源太紧张了
6,0,4,196.0,投诉A7县华润M9县城二期物业违规出售车位
0,0,1,1,祥源控股如何保障西地省民院附小师生健康与安全？
0,0,1,1,请拆除A2区金线街40号的违章建筑
0,0,1,1,A3区中加学校的大喇叭太可怕了！
0,0,4,13.0,质疑A1区老地方美食广场无证无照经营
4,0,1,1,对A市罐子岭地铁站公交和停车的建议
94,2,2,75.0,建议加大A7县东六线榔梨段拆迁力度
0,0,1,1,希望A市能加快教育体制改革，让A6区的孩子享受市区同样的教育资源
2,0,1,1,反映A市液化石油气发展有限公司宿舍（原煤气公司宿舍）房顶漏水问题
2,0,1,1,建议A市地铁7号线在远大路A9市河大桥两岸设站
0,0,1,1,A6区时代倾城万婴幼儿园多收取学费，退费困难的投诉
6,0,6,217.0,A市华鑫驾校严重违规，非法索取押金
0,0,4,124.0,A1区马王堆街道新桥新村同鑫家园房屋漏水问题迟迟不解决
0,0,1,1,西地省蜂投网打着金融服务中介的名义骗钱
0,0,1,1,进入A8县中建亮月湖小区的车行道未建是否属于违法交房？
0,0,1,1,A市诚鑫汇信企业管理公司涉嫌以贷款信托为名诈骗
0,0,1,1,A市出现很多修复征信的公司，合法吗
2,0,1,1,A市地铁2号线能否延伸至梅溪西地省岸？
2,0,1,1,建议地铁口设置在A市新界西北门靠近地铁2出口
0,0,1,1,A7县卫生健康局侵犯个人隐私
0,0,1,1,反映A1区隆平高科拆迁项目中的违规行为
0,0,3,11.0,在A市雅礼中学和大华宾馆之间的工地每晚噪音扰民
14,4,5,281.0,状告A市规划局和奥新燃气公司，被告知超过5年不受理
10,0,4,230.0,建议统一规范建设A市公交站房
2,0,1,1,A市享骑电单车押金申请4个月了，一直不退款
0,0,5,221.0,咨询A市人才购房补贴政策
4,0,4,158.0,加快A市创建国际儿童友好城市刻不容缓
0,0,1,1,A市兴和社区廉租房漏水导致电路起火
0,0,3,6.0,反映A4区陡岭路宜家楚颂小区修路问题
0,0,2,1,请求A市公开中南大宗公司2018年度税务收费标准
26,0,2,4.0,长株潭一体化了，为何B市C市的老百姓不能再A市买房
0,0,1,1,A4区A4区寺围墙下摆放的报废共享单车影响市容
0,0,2,59.0,A市政云塘路怎么还没修好
0,0,4,271.0,投诉A市恒大文化旅游城迟迟不退款
2,0,2,1,举报A2区水墨林溪开发商暗箱操作房价
0,0,1,1,老年人到A市落户是否可以享受A市城乡基本养老金？
0,0,1,1,A4区朝正苑城中村改造折迁户请求履行就地安置的承诺
0,0,1,1,A2区南门口地铁站附近交通秩序需要整治
4,0,1,1,申请A7县星沙280公交站位置调整
46,4,6,277.0,关于A市高级技师购房补贴的疑问
2,0,1,1,A7县龙楚社区佘家珑组居民房屋前垃圾堆积，危害居民健康
24,0,3,90.0,请问A市佳天名苑机电市场路段什么时候可以修通？
0,0,1,1,A3区东方红路与青山路的交汇处渣土车晚上噪声扰民
0,0,1,1,举报A市三一大道合峰加油站进行虚假充值活动
0,0,1,1,A2区碧桂园公园一号里英派健身房游泳池卫生严重不达标
0,0,1,1,A1区A9市河观光带辛追塑像附近舞蹈音响声音太大
2,0,2,1,A3区楚雅路隧道河西段隧道匝道设置不合理
8,0,4,37.0,地绿A市城际空间站的建筑质量太差了
0,0,1,1,西地省骧龙集团公司拖欠劳务工资近三年！
0,0,1,1,A6区紫鑫御湖湾一号房屋有质量问题
16,2,2,232.0,A7县黄兴镇接驾岭路两边私自加高违建较多
0,0,1,1,A1区东方家园土地被贪，农民维权艰难
0,0,1,1,A市黎郡新宇太和园小区盼安装隔音板
10,0,2,123.0,请问A7县新安路泉塘公交首末站规划在哪个位置
2,2,2,18.0,A3区金茂梅溪湖别墅违建现象非常严重
0,0,2,87.0,A7县中南汽车世界社区乱象丛生
0,0,1,1,三问A市越卓集团，我的物业费在哪里？
2,0,2,7.0,A7县特立中学操场何时节假日对外开放？
0,0,2,1,关于A3区金麓小区商品房上市交易的问题反映
0,0,1,1,A1区农业大学滨河小区麻将馆扰民严重
0,0,2,68.0,A2区大唐印象三期施工把路都破坏了
0,0,1,1,举报西地省儿童医院非法抢夺手机并殴打拘禁患者家属
0,0,2,8.0,A市美食广场消防不合格未验收存大风险无证营业催迫不知情商户开业
0,0,2,34.0,A2区坡子街道楚楚社区雨阳棚没有进行防水处理
0,0,1,1,A市宝骏巴士201路车太难等了
0,0,1,1,A2区工农桥社区停车难
0,0,1,1,A市营盘路279号居民楼后面一年四季粪水横流
0,0,2,57.0,A2区金石蓉园菜市场噪音扰民
16,2,5,355.0,A6区丁字中学周末补课收费
10,0,1,1,A市地铁手机扫码进站设备需要增加
24,0,4,160.0,A7县楚龙街道龙塘路（断头路）何时拉通
4,0,4,167.0,向西地省富惠天下夏某追要欠款
0,0,1,1,A4区恒大雅苑金碧入室盗窃几十起，物业规避问题
0,0,1,1,望多增加几趟A市260路车
0,0,1,1,A市新老职工房补不公平，请修改房补政策
14,0,5,84.0,凭什么要剥夺西地省高速基层员工的事业编制？
0,0,1,1,请A市公共资源交易中心联合纪委严厉查处类似评标委员会
0,0,1,1,A市2018年度建筑业企业信用等级何时公布？
2,0,1,1,A7县北山镇石常粮店通往福高镇的主路，路面情况极差无人修整
0,0,1,1,请继续开放A4区四方小区城管队侧面空地，让大伙可以停车
76,0,3,143.0,咨询A7县新安路南东四路西地块开发进度
114,0,6,263.0,A3区郝家坪小学何时扩建？
0,0,1,1,A市2号社区巴士能否延长到A市新广电中心附近？
0,0,1,1,A3区中海国际二期和五期之间的白塞湖路怎么一直修修停停
0,0,1,1,A1区金楚北苑物业私自撤离，严重影响业主生活
4,0,2,38.0,A2区青园派出所电话总是无人接听
0,0,1,1,投诉A市电子科技职业学院要求学生办各种银行卡
0,0,1,1,A1区东方新城小区E6栋2单元有人违规停放电动车
10,0,4,90.0,A市梅溪湖安置房质量差，威胁人身安全
0,0,2,1,A2区文明交通劝导员要求公开有关补贴信息
0,0,1,1,A3区梅溪湖街道区牛聋子粉馆非法营业，噪音震人
2,0,2,2.0,A7县早安星城周边工厂废气扰民问题求解决
8,0,1,1,西地省人民医院的停车费贵的太离谱
0,0,1,1,A7县星沙恒大翡翠华庭高层开设麻将馆非法聚众赌博扰民
0,0,1,1,反映A7县长龙街道楚峰村村级道路建设的问题
0,0,2,5.0,西地省商学院南门至咸嘉湖路中间的望新路长期违停车辆较多，经常造成交通堵塞
0,0,1,1,A3区青山镇青青家园1小区水压特别小
2,0,1,1,A市A1区同鑫家园被淹房屋何时能妥善解决
0,0,1,1,A7县中南二手机动车登记服务站代办现象严重
10,0,2,4.0,反映A3区惟盛园安置小区不合理收费问题
0,0,1,1,广铁集团售卖内部福利房强行捆绑销售车位
0,2,8,44.0,A3区青青家园小区违规住改商存隐患
6,0,1,1,A7县橄榄城小区新安路货车严重扰乱了周边居民的生活
0,0,3,60.0,在A8县连续缴纳社保36个月，是否拥有A市购房资格？
2,0,6,295.0,请加快省图书馆的建设力度
0,0,1,1,举报A6区一干部侵占国有资产谋取利益
0,0,1,1,A3区桐梓坡路M6州部落饭店噪音污染严重
4,0,1,1,乱贴牛皮癣，A市小广告的问题要政府部门好好整治一下
0,0,1,1,A市维楚有限公司关闭，患病的职工该何去何从
0,0,1,1,A7县楚龙街道红树湾小区的消防设施瘫痪了
2,0,2,9.0,咨询A市小学生转学问题
28,0,2,73.0,A6区W125公交车大半年都不准点
0,0,1,1,投诉A市捞刀河刀剪厂重复收取办证手续费
6,2,1,1,A7县百熙中学外的工地噪音已经让我们无法安心学习了
2,0,1,1,A2区暮云派出所报案1个月，反复推脱不予立案
12,0,2,39.0,咨询A7县撤县改区进度和A市辖区变化等问题
0,0,1,1,西地省轻盐集团有干部退休多年仍旧领取领导干部的薪水
4,2,1,1,投诉A市东盈商业广场房子土地年限缩水，公摊过大
0,0,6,257.0,A市教师生育津贴发放时间太长了
0,0,1,1,A市维也纳酒店东塘店是无证经营吗
2,2,2,31.0,请A市雅礼中学1814班公示班费开支情况
2,0,1,1,A1区A9市河汉桥东岸附近步行道减速带存在安全隐患
